id,nodeId,timestamp,soilMoisture,temperature,humidity,reservoirLevel,ph,nitrogen,phosphorus,potassium,soilMoisture_class,temperature_class,humidity_class,reservoirLevel_class,nitrogen_class,phosphorus_class,potassium_class
cmnyxjwv01i2zzhesr6f93nsn,cmmx6howt0000bi1zgfsisou2,2025-09-07 08:07:07.428,49.88,23.69,85.76,62.16,7.0,27.1,34.0,66.4,optimal,optimal,criticalHigh,optimal,high,optimal,optimal
cmnyxjwv01i30zhes9vumsvdx,cmmx6howt0000bi1zgfsisou2,2025-09-07 08:17:41.136,48.22,23.91,85.09,46.04,7.0,26.6,35.9,68.3,optimal,optimal,criticalHigh,optimal,optimal,high,high
cmnyxjwv01i31zhesghoidnf3,cmmx6howt0000bi1zgfsisou2,2025-09-07 08:28:14.844,47.99,23.82,84.07,42.55,7.0,26.1,31.9,68.4,optimal,optimal,high,optimal,optimal,optimal,high
cmnyxjwv01i32zhesvaygxnbd,cmmx6howt0000bi1zgfsisou2,2025-09-07 08:38:48.552,46.77,24.07,84.09,29.44,7.0,27.0,32.7,68.6,optimal,optimal,high,optimal,optimal,optimal,high
cmnyxjwv01i33zhesf7fn0sq5,cmmx6howt0000bi1zgfsisou2,2025-09-07 08:49:22.260,46.36,24.11,83.5,61.24,7.0,26.3,32.8,66.6,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i34zhesnszoexs1,cmmx6howt0000bi1zgfsisou2,2025-09-07 08:59:55.968,45.66,24.28,83.53,23.78,7.0,26.1,34.0,66.3,optimal,optimal,high,low,optimal,optimal,optimal
cmnyxjwv01i35zhesvd5kqg0f,cmmx6howt0000bi1zgfsisou2,2025-09-07 09:10:29.676,42.76,24.23,82.92,36.5,7.0,24.8,32.0,64.7,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i36zhesuei06c9s,cmmx6howt0000bi1zgfsisou2,2025-09-07 09:21:03.384,43.86,24.24,83.92,16.28,7.0,24.4,33.8,67.4,optimal,optimal,high,low,optimal,optimal,high
cmnyxjwv01i37zhesp08trq72,cmmx6howt0000bi1zgfsisou2,2025-09-07 09:31:37.092,40.78,24.42,83.3,32.62,7.0,25.8,31.1,65.4,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i38zhesgntk970q,cmmx6howt0000bi1zgfsisou2,2025-09-07 09:42:10.800,41.99,24.4,82.86,40.09,7.0,25.6,31.9,66.7,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i39zhesevhmj5wa,cmmx6howt0000bi1zgfsisou2,2025-09-07 09:52:44.508,39.46,24.73,82.52,60.51,7.0,26.5,31.5,66.2,low,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i3azhesweefrfje,cmmx6howt0000bi1zgfsisou2,2025-09-07 10:03:18.216,40.13,24.67,82.18,25.71,7.0,23.9,32.4,63.6,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i3bzhesvqcr7gxu,cmmx6howt0000bi1zgfsisou2,2025-09-07 10:13:51.924,38.4,24.91,80.96,34.48,7.0,24.4,31.9,67.0,low,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i3czhesc1qjvje0,cmmx6howt0000bi1zgfsisou2,2025-09-07 10:24:25.632,36.46,25.03,81.82,40.48,7.0,23.5,30.7,62.2,low,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i3dzhesf4lz17b3,cmmx6howt0000bi1zgfsisou2,2025-09-07 10:34:59.340,37.3,25.1,81.38,19.57,7.0,24.7,31.5,60.9,low,optimal,high,low,optimal,optimal,optimal
cmnyxjwv01i3ezheselo3b6up,cmmx6howt0000bi1zgfsisou2,2025-09-07 10:45:33.048,35.8,25.25,81.65,56.89,7.0,25.2,30.7,64.7,low,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i3fzhesjnyit14h,cmmx6howt0000bi1zgfsisou2,2025-09-07 10:56:06.756,36.28,25.1,80.65,34.18,7.0,25.0,31.6,60.3,low,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i3gzhesou6jyqur,cmmx6howt0000bi1zgfsisou2,2025-09-07 11:06:40.464,38.58,25.3,80.33,17.47,7.0,23.0,30.1,62.6,low,optimal,high,low,optimal,optimal,optimal
cmnyxjwv01i3hzheshk254kt4,cmmx6howt0000bi1zgfsisou2,2025-09-07 11:17:14.172,42.58,25.47,80.31,37.14,7.0,25.1,31.0,64.8,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i3izhes9khjmkrm,cmmx6howt0000bi1zgfsisou2,2025-09-07 11:27:47.880,46.82,25.59,79.48,32.53,7.0,25.1,31.8,59.9,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i3jzhesokhtf3ds,cmmx6howt0000bi1zgfsisou2,2025-09-07 11:38:21.588,47.55,25.72,79.45,41.07,7.0,25.4,30.9,61.3,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i3kzhesyzffv1oi,cmmx6howt0000bi1zgfsisou2,2025-09-07 11:48:55.296,51.54,25.72,78.7,24.67,7.0,23.0,33.4,60.4,optimal,optimal,high,low,optimal,optimal,optimal
cmnyxjwv01i3lzhesbzd6grgw,cmmx6howt0000bi1zgfsisou2,2025-09-07 11:59:29.004,54.19,25.83,78.7,43.6,7.0,24.3,33.6,63.2,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i3mzhessjy0qnf2,cmmx6howt0000bi1zgfsisou2,2025-09-07 12:10:02.712,58.13,25.94,78.63,29.05,7.0,23.3,32.4,64.9,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i3nzhesxzhu5dto,cmmx6howt0000bi1zgfsisou2,2025-09-07 12:20:36.420,60.47,26.16,77.24,32.46,7.0,23.3,31.5,62.5,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i3ozhes60ah1bhv,cmmx6howt0000bi1zgfsisou2,2025-09-07 12:31:10.128,63.59,26.26,76.63,19.66,7.0,22.5,30.6,62.3,optimal,optimal,high,low,optimal,optimal,optimal
cmnyxjwv01i3pzhesqp4gz5lb,cmmx6howt0000bi1zgfsisou2,2025-09-07 12:41:43.836,65.01,26.43,76.4,25.24,7.0,22.6,32.9,61.5,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i3qzheszagjz63r,cmmx6howt0000bi1zgfsisou2,2025-09-07 12:52:17.544,67.7,26.51,75.93,71.91,7.0,25.0,31.4,64.6,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i3rzhesryyu5zpi,cmmx6howt0000bi1zgfsisou2,2025-09-07 13:02:51.252,69.19,26.53,75.49,21.78,7.0,22.9,30.4,60.3,optimal,optimal,high,low,optimal,optimal,optimal
cmnyxjwv01i3szhes5t99w7yh,cmmx6howt0000bi1zgfsisou2,2025-09-07 13:13:24.960,72.9,26.59,75.39,61.99,7.0,24.8,32.6,63.8,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i3tzhes9jowrknk,cmmx6howt0000bi1zgfsisou2,2025-09-07 13:23:58.668,76.23,26.83,76.18,35.28,7.0,24.2,31.4,64.0,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i3uzheskbheo4kt,cmmx6howt0000bi1zgfsisou2,2025-09-07 13:34:32.376,78.74,26.88,75.16,30.87,7.0,23.9,33.8,62.1,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjwv01i3vzhes45j7uwwg,cmmx6howt0000bi1zgfsisou2,2025-09-07 13:45:06.084,80.41,27.14,74.57,37.23,7.0,25.3,30.6,64.3,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjwv01i3wzhesrpdvywvg,cmmx6howt0000bi1zgfsisou2,2025-09-07 13:55:39.792,84.07,27.1,74.58,40.38,7.0,23.9,33.9,62.3,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjwv01i3xzhesbwqygevg,cmmx6howt0000bi1zgfsisou2,2025-09-07 14:06:13.500,87.46,27.18,73.73,20.58,7.0,24.2,30.5,65.1,criticalHigh,optimal,optimal,low,optimal,optimal,optimal
cmnyxjwv01i3yzhes9m4ox9m3,cmmx6howt0000bi1zgfsisou2,2025-09-07 14:16:47.208,91.57,27.35,73.1,26.7,7.0,24.9,32.5,62.9,criticalHigh,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjwv01i3zzhesnw6xnxr8,cmmx6howt0000bi1zgfsisou2,2025-09-07 14:27:20.916,90.67,27.31,73.94,45.63,7.0,26.3,33.2,65.5,criticalHigh,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjwv01i40zheswikfjo6w,cmmx6howt0000bi1zgfsisou2,2025-09-07 14:37:54.624,89.43,27.67,73.64,47.88,7.0,24.2,33.2,61.8,criticalHigh,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjwv01i41zhesj64bpash,cmmx6howt0000bi1zgfsisou2,2025-09-07 14:48:28.332,89.25,27.58,72.34,33.08,7.0,25.2,31.9,67.9,criticalHigh,optimal,optimal,optimal,optimal,optimal,high
cmnyxjwv01i42zhesxuqnyy5a,cmmx6howt0000bi1zgfsisou2,2025-09-07 14:59:02.040,90.14,27.7,72.89,31.69,7.0,25.7,34.2,65.4,criticalHigh,optimal,optimal,optimal,optimal,high,optimal
cmnyxjwv01i43zhes9djsswom,cmmx6howt0000bi1zgfsisou2,2025-09-07 15:09:35.748,86.93,27.9,72.56,20.12,7.0,26.7,32.4,65.8,criticalHigh,optimal,optimal,low,optimal,optimal,optimal
cmnyxjwv01i44zhesqp5anjjg,cmmx6howt0000bi1zgfsisou2,2025-09-07 15:20:09.456,86.45,27.96,72.68,20.62,7.0,27.3,35.0,67.6,criticalHigh,optimal,optimal,low,high,high,high
cmnyxjwv01i45zhesbyj0nxqr,cmmx6howt0000bi1zgfsisou2,2025-09-07 15:30:43.164,86.31,27.8,71.2,52.14,7.0,25.3,33.7,67.4,criticalHigh,optimal,optimal,optimal,optimal,optimal,high
cmnyxjwv01i46zhesckyvm4f0,cmmx6howt0000bi1zgfsisou2,2025-09-07 15:41:16.872,85.1,27.96,71.04,56.0,7.0,27.0,31.6,66.2,criticalHigh,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjwv11i47zhesekd7w0vz,cmmx6howt0000bi1zgfsisou2,2025-09-07 15:51:50.580,84.73,28.04,72.12,59.48,7.0,25.8,34.5,65.4,high,optimal,optimal,optimal,optimal,high,optimal
cmnyxjwv11i48zhesu2jenbjf,cmmx6howt0000bi1zgfsisou2,2025-09-07 16:02:24.288,82.98,28.14,72.12,40.21,7.0,26.8,33.5,69.7,high,optimal,optimal,optimal,optimal,optimal,high
cmnyxjwv11i49zhesher8qudo,cmmx6howt0000bi1zgfsisou2,2025-09-07 16:12:57.996,82.97,28.18,71.65,40.36,7.0,27.2,33.0,65.8,high,optimal,optimal,optimal,high,optimal,optimal
cmnyxjwv11i4azhesf1ou3ybi,cmmx6howt0000bi1zgfsisou2,2025-09-07 16:23:31.704,80.69,28.15,71.16,29.61,7.0,28.2,33.2,66.9,high,optimal,optimal,optimal,high,optimal,optimal
cmnyxjwv11i4bzhesq063908m,cmmx6howt0000bi1zgfsisou2,2025-09-07 16:34:05.412,82.02,28.15,71.72,33.36,7.0,29.2,35.8,71.7,high,optimal,optimal,optimal,high,high,high
cmnyxjwv11i4czhes8qemc7e9,cmmx6howt0000bi1zgfsisou2,2025-09-07 16:44:39.120,80.41,28.18,71.15,17.64,7.0,27.7,34.3,71.7,high,optimal,optimal,low,high,high,high
cmnyxjwv11i4dzhess3hc11jq,cmmx6howt0000bi1zgfsisou2,2025-09-07 16:55:12.828,78.62,28.4,71.55,15.12,7.0,27.8,33.0,68.1,high,optimal,optimal,low,high,optimal,high
cmnyxjwv11i4ezhesfgqe9wep,cmmx6howt0000bi1zgfsisou2,2025-09-07 17:05:46.536,78.67,28.44,70.97,59.46,7.0,29.6,35.6,71.0,high,optimal,optimal,optimal,high,high,high
cmnyxjwv11i4fzhesq5171h7y,cmmx6howt0000bi1zgfsisou2,2025-09-07 17:16:20.244,76.35,28.46,70.02,16.83,7.0,29.5,35.7,73.2,high,optimal,optimal,low,high,high,high
cmnyxjwv11i4gzheso0sy6gc2,cmmx6howt0000bi1zgfsisou2,2025-09-07 17:26:53.952,76.35,28.39,70.73,29.92,7.0,29.2,34.1,70.9,high,optimal,optimal,optimal,high,high,high
cmnyxjwv11i4hzhesg70qf8np,cmmx6howt0000bi1zgfsisou2,2025-09-07 17:37:27.660,76.24,28.38,71.28,22.24,7.0,30.4,35.3,70.6,high,optimal,optimal,low,high,high,high
cmnyxjwv11i4izhesml7rkziu,cmmx6howt0000bi1zgfsisou2,2025-09-07 17:48:01.368,75.19,28.5,69.47,16.41,7.0,31.1,35.1,73.5,high,optimal,optimal,low,high,high,high
cmnyxjwv11i4jzhesb38lsar4,cmmx6howt0000bi1zgfsisou2,2025-09-07 17:58:35.076,72.76,28.52,70.36,32.6,7.0,29.2,36.3,71.6,high,optimal,optimal,optimal,high,high,high
cmnyxjwv11i4kzhes9ctd7mt8,cmmx6howt0000bi1zgfsisou2,2025-09-07 18:09:08.784,71.02,28.56,69.8,24.66,7.0,29.7,35.2,71.0,high,optimal,optimal,low,high,high,high
cmnyxjwv11i4lzhes47melyey,cmmx6howt0000bi1zgfsisou2,2025-09-07 18:19:42.492,71.53,28.55,71.22,26.68,7.0,32.0,34.6,73.4,high,optimal,optimal,optimal,high,high,high
cmnyxjwv11i4mzhes10isv4rx,cmmx6howt0000bi1zgfsisou2,2025-09-07 18:30:16.200,71.79,28.54,71.19,35.16,7.0,31.8,35.1,72.7,high,optimal,optimal,optimal,high,high,high
cmnyxjwv11i4nzhesky12o9rc,cmmx6howt0000bi1zgfsisou2,2025-09-07 18:40:49.908,69.61,28.33,70.19,57.58,7.0,30.8,36.6,76.7,optimal,optimal,optimal,optimal,high,high,high
cmnyxjwv11i4ozhesdkj6ypxs,cmmx6howt0000bi1zgfsisou2,2025-09-07 18:51:23.616,69.81,28.23,70.46,55.69,7.0,30.5,38.5,73.1,optimal,optimal,optimal,optimal,high,high,high
cmnyxjwv11i4pzhesbqt3upq2,cmmx6howt0000bi1zgfsisou2,2025-09-07 19:01:57.324,68.09,28.23,70.68,34.12,7.0,32.2,38.0,73.6,optimal,optimal,optimal,optimal,high,high,high
cmnyxjwv11i4qzhes5l5s5vj7,cmmx6howt0000bi1zgfsisou2,2025-09-07 19:12:31.032,65.29,28.17,69.89,41.38,7.0,31.6,38.5,77.8,optimal,optimal,optimal,optimal,high,high,high
cmnyxjwv11i4rzhestyehlu4i,cmmx6howt0000bi1zgfsisou2,2025-09-07 19:23:04.740,66.83,28.13,70.22,28.75,7.0,32.1,35.6,74.9,optimal,optimal,optimal,optimal,high,high,high
cmnyxjwv11i4szhesige5mnit,cmmx6howt0000bi1zgfsisou2,2025-09-07 19:33:38.448,63.3,28.31,71.92,21.96,7.0,33.2,39.6,77.7,optimal,optimal,optimal,low,high,high,high
cmnyxjwv11i4tzhesuw52ngzl,cmmx6howt0000bi1zgfsisou2,2025-09-07 19:44:12.156,63.0,28.2,71.53,35.94,7.0,34.5,36.1,78.3,optimal,optimal,optimal,optimal,high,high,high
cmnyxjwv11i4uzhes5rpaa3bn,cmmx6howt0000bi1zgfsisou2,2025-09-07 19:54:45.864,61.73,27.99,70.63,24.09,7.0,33.8,36.2,78.6,optimal,optimal,optimal,low,high,high,high
cmnyxjwv11i4vzhes7a8vhddl,cmmx6howt0000bi1zgfsisou2,2025-09-07 20:05:19.572,61.09,28.05,71.66,45.37,7.0,33.2,37.8,80.6,optimal,optimal,optimal,optimal,high,high,high
cmnyxjwv11i4wzhesl8pj00u7,cmmx6howt0000bi1zgfsisou2,2025-09-07 20:15:53.280,62.2,28.14,70.75,25.12,7.0,35.1,36.4,77.4,optimal,optimal,optimal,optimal,criticalHigh,high,high
cmnyxjwv11i4xzhesoliwiqed,cmmx6howt0000bi1zgfsisou2,2025-09-07 20:26:26.988,60.16,27.87,71.99,14.03,7.0,33.2,40.1,79.8,optimal,optimal,optimal,low,high,high,high
cmnyxjwv11i4yzhes112x4un8,cmmx6howt0000bi1zgfsisou2,2025-09-07 20:37:00.696,59.24,27.92,72.59,29.21,7.0,33.3,38.9,81.1,optimal,optimal,optimal,optimal,high,high,high
cmnyxjwv11i4zzhessj0df53i,cmmx6howt0000bi1zgfsisou2,2025-09-07 20:47:34.404,57.09,27.83,73.33,30.24,7.0,34.1,39.4,81.2,optimal,optimal,optimal,optimal,high,high,high
cmnyxjwv11i50zhesjfrr8v05,cmmx6howt0000bi1zgfsisou2,2025-09-07 20:58:08.112,57.96,27.69,73.48,18.94,7.0,35.8,40.4,80.4,optimal,optimal,optimal,low,criticalHigh,high,high
cmnyxjwv11i51zhesratamivq,cmmx6howt0000bi1zgfsisou2,2025-09-07 21:08:41.820,56.78,27.59,73.6,27.36,7.0,35.6,38.5,78.1,optimal,optimal,optimal,optimal,criticalHigh,high,high
cmnyxjwv11i52zhes8chau81m,cmmx6howt0000bi1zgfsisou2,2025-09-07 21:19:15.528,56.73,27.6,72.75,56.02,7.0,36.4,38.0,81.6,optimal,optimal,optimal,optimal,criticalHigh,high,high
cmnyxjwv11i53zhess1rki81b,cmmx6howt0000bi1zgfsisou2,2025-09-07 21:29:49.236,53.7,27.42,73.06,61.3,7.0,35.2,38.9,79.0,optimal,optimal,optimal,optimal,criticalHigh,high,high
cmnyxjwv11i54zhes8286lvec,cmmx6howt0000bi1zgfsisou2,2025-09-07 21:40:22.944,53.84,27.35,72.98,58.45,7.0,36.5,40.4,82.5,optimal,optimal,optimal,optimal,criticalHigh,high,high
cmnyxjwv11i55zhesn2iba83t,cmmx6howt0000bi1zgfsisou2,2025-09-07 21:50:56.652,51.85,27.17,74.07,57.68,7.0,35.8,41.0,80.2,optimal,optimal,optimal,optimal,criticalHigh,high,high
cmnyxjwv11i56zhesosmw883l,cmmx6howt0000bi1zgfsisou2,2025-09-07 22:01:30.360,52.01,27.17,75.15,48.71,7.0,35.9,41.3,82.9,optimal,optimal,high,optimal,criticalHigh,high,high
cmnyxjwv11i57zhesxgjp6h11,cmmx6howt0000bi1zgfsisou2,2025-09-07 22:12:04.068,50.39,27.06,74.33,26.65,7.0,34.8,38.7,79.7,optimal,optimal,optimal,optimal,high,high,high
cmnyxjwv11i58zheseu811o53,cmmx6howt0000bi1zgfsisou2,2025-09-07 22:22:37.776,51.02,26.96,75.34,38.06,7.0,36.6,40.2,82.7,optimal,optimal,high,optimal,criticalHigh,high,high
cmnyxjwv11i59zhesztvkhac0,cmmx6howt0000bi1zgfsisou2,2025-09-07 22:33:11.484,50.24,26.92,75.37,30.8,7.0,36.2,41.1,84.3,optimal,optimal,high,optimal,criticalHigh,high,criticalHigh
cmnyxjwv11i5azhesrooy1mw3,cmmx6howt0000bi1zgfsisou2,2025-09-07 22:43:45.192,48.06,26.67,75.36,58.15,7.0,35.7,39.1,85.6,optimal,optimal,high,optimal,criticalHigh,high,criticalHigh
cmnyxjwv11i5bzhesh0cykm0z,cmmx6howt0000bi1zgfsisou2,2025-09-07 22:54:18.900,47.31,26.61,75.35,63.76,7.0,36.1,38.6,82.4,optimal,optimal,high,optimal,criticalHigh,high,high
cmnyxjwv11i5czhes8uramdrn,cmmx6howt0000bi1zgfsisou2,2025-09-07 23:04:52.608,45.1,26.57,77.17,24.32,7.0,36.3,39.5,83.8,optimal,optimal,high,low,criticalHigh,high,high
cmnyxjwv11i5dzhessrq460n7,cmmx6howt0000bi1zgfsisou2,2025-09-07 23:15:26.316,44.16,26.51,76.0,19.14,7.0,35.0,40.1,81.0,optimal,optimal,high,low,high,high,high
cmnyxjwv11i5ezhestwku0up3,cmmx6howt0000bi1zgfsisou2,2025-09-07 23:26:00.024,45.04,26.26,76.9,51.23,7.0,37.2,39.9,82.6,optimal,optimal,high,optimal,criticalHigh,high,high
cmnyxjwv11i5fzhes9qn45hof,cmmx6howt0000bi1zgfsisou2,2025-09-07 23:36:33.732,44.57,26.3,77.87,17.1,7.0,36.1,40.7,83.6,optimal,optimal,high,low,criticalHigh,high,high
cmnyxjwv11i5gzhesmvm4u3j8,cmmx6howt0000bi1zgfsisou2,2025-09-07 23:47:07.440,42.06,26.14,78.6,42.27,7.0,35.5,39.0,84.5,optimal,optimal,high,optimal,criticalHigh,high,criticalHigh
cmnyxjwv11i5hzhesghq08k7i,cmmx6howt0000bi1zgfsisou2,2025-09-07 23:57:41.148,42.44,25.96,77.29,22.29,7.0,35.6,41.1,85.1,optimal,optimal,high,low,criticalHigh,high,criticalHigh
cmnyxjwv11i5izhescbbs0emz,cmmx6howt0000bi1zgfsisou2,2025-09-08 00:08:14.856,42.11,25.97,78.61,54.56,7.0,35.0,38.5,85.1,optimal,optimal,high,optimal,high,high,criticalHigh
cmnyxjwv11i5jzhespkoogfnf,cmmx6howt0000bi1zgfsisou2,2025-09-08 00:18:48.564,41.12,25.76,78.96,14.61,7.0,34.8,39.7,80.3,optimal,optimal,high,low,high,high,high
cmnyxjwv11i5kzheszrsor7kw,cmmx6howt0000bi1zgfsisou2,2025-09-08 00:29:22.272,38.13,25.52,78.92,69.4,7.0,37.1,38.8,85.9,low,optimal,high,optimal,criticalHigh,high,criticalHigh
cmnyxjwv11i5lzhespnaoef0o,cmmx6howt0000bi1zgfsisou2,2025-09-08 00:39:55.980,36.42,25.6,79.38,30.55,7.0,37.1,39.8,85.1,low,optimal,high,optimal,criticalHigh,high,criticalHigh
cmnyxjwv11i5mzhesznn56nim,cmmx6howt0000bi1zgfsisou2,2025-09-08 00:50:29.688,38.21,25.43,79.68,56.11,7.0,37.3,39.4,85.2,low,optimal,high,optimal,criticalHigh,high,criticalHigh
cmnyxjwv11i5nzhes5xfnnd8f,cmmx6howt0000bi1zgfsisou2,2025-09-08 01:01:03.396,36.02,25.31,80.33,39.06,7.0,36.5,38.6,80.3,low,optimal,high,optimal,criticalHigh,high,high
cmnyxjwv11i5ozhes0ltb6nsc,cmmx6howt0000bi1zgfsisou2,2025-09-08 01:11:37.104,33.62,25.06,80.37,35.79,7.0,34.3,39.1,85.0,low,optimal,high,optimal,high,high,criticalHigh
cmnyxjwv11i5pzhesxbrd3vbz,cmmx6howt0000bi1zgfsisou2,2025-09-08 01:22:10.812,38.69,25.14,81.73,28.51,7.0,35.6,40.8,83.4,low,optimal,high,optimal,criticalHigh,high,high
cmnyxjwv11i5qzhes2mnsxh4y,cmmx6howt0000bi1zgfsisou2,2025-09-08 01:32:44.520,39.93,24.97,81.34,49.41,7.0,34.2,38.5,81.4,low,optimal,high,optimal,high,high,high
cmnyxjwv11i5rzhes6nl8te0c,cmmx6howt0000bi1zgfsisou2,2025-09-08 01:43:18.228,42.38,24.74,81.79,22.37,7.0,33.8,39.9,78.9,optimal,optimal,high,low,high,high,high
cmnyxjwv11i5szhestddff25t,cmmx6howt0000bi1zgfsisou2,2025-09-08 01:53:51.936,45.7,24.89,82.56,13.89,7.0,33.9,40.1,81.2,optimal,optimal,high,low,high,high,high
cmnyxjwv11i5tzhes966aey35,cmmx6howt0000bi1zgfsisou2,2025-09-08 02:04:25.644,47.94,24.73,82.16,37.41,7.0,34.5,37.0,80.1,optimal,optimal,high,optimal,high,high,high
cmnyxjwv11i5uzhesgtqsf5qi,cmmx6howt0000bi1zgfsisou2,2025-09-08 02:14:59.352,52.83,24.58,82.05,85.09,7.0,33.1,39.3,77.5,optimal,optimal,high,high,high,high,high
cmnyxjwv11i5vzhesd6si0ao5,cmmx6howt0000bi1zgfsisou2,2025-09-08 02:25:33.060,53.51,24.42,82.27,33.57,7.0,34.3,37.1,82.2,optimal,optimal,high,optimal,high,high,high
cmnyxjwv11i5wzhes9ir75xxw,cmmx6howt0000bi1zgfsisou2,2025-09-08 02:36:06.768,55.75,24.37,82.38,74.6,7.0,32.8,37.2,80.7,optimal,optimal,high,optimal,high,high,high
cmnyxjwv11i5xzhes88b1fzgw,cmmx6howt0000bi1zgfsisou2,2025-09-08 02:46:40.476,58.8,24.27,83.86,52.23,7.0,32.8,39.1,81.4,optimal,optimal,high,optimal,high,high,high
cmnyxjwv11i5yzhescbbhh6eg,cmmx6howt0000bi1zgfsisou2,2025-09-08 02:57:14.184,63.39,24.11,84.64,19.54,7.0,32.3,38.9,80.2,optimal,optimal,high,low,high,high,high
cmnyxjwv11i5zzhes5gq2jl7q,cmmx6howt0000bi1zgfsisou2,2025-09-08 03:07:47.892,66.11,24.19,84.5,41.24,7.0,33.6,37.6,75.3,optimal,optimal,high,optimal,high,high,high
cmnyxjwv11i60zhesm8uk2py9,cmmx6howt0000bi1zgfsisou2,2025-09-08 03:18:21.600,69.54,23.96,85.31,34.22,7.0,32.9,36.1,79.7,optimal,optimal,criticalHigh,optimal,high,high,high
cmnyxjwv11i61zheseuy4n76z,cmmx6howt0000bi1zgfsisou2,2025-09-08 03:28:55.308,71.56,23.87,84.18,17.71,7.0,32.6,38.7,77.7,high,optimal,high,low,high,high,high
cmnyxjwv11i62zhesxx07jv0y,cmmx6howt0000bi1zgfsisou2,2025-09-08 03:39:29.016,72.77,24.04,84.96,61.02,7.0,33.3,36.6,75.7,high,optimal,high,optimal,high,high,high
cmnyxjwv11i63zhes9hz4cpb7,cmmx6howt0000bi1zgfsisou2,2025-09-08 03:50:02.724,76.51,23.74,85.46,28.66,7.0,33.5,38.0,77.0,high,optimal,criticalHigh,optimal,high,high,high
cmnyxjwv11i64zheshcn33ow9,cmmx6howt0000bi1zgfsisou2,2025-09-08 04:00:36.432,79.41,23.69,84.74,30.93,7.0,31.7,36.5,78.2,high,optimal,high,optimal,high,high,high
cmnyxjwv11i65zhessmtw70qx,cmmx6howt0000bi1zgfsisou2,2025-09-08 04:11:10.140,83.43,23.78,85.73,45.01,7.0,30.5,34.4,72.2,high,optimal,criticalHigh,optimal,high,high,high
cmnyxjwv11i66zhesc1emlvup,cmmx6howt0000bi1zgfsisou2,2025-09-08 04:21:43.848,86.22,23.67,85.71,65.58,7.0,31.2,37.1,74.9,criticalHigh,optimal,criticalHigh,optimal,high,high,high
cmnyxjwv11i67zhesr654eb9o,cmmx6howt0000bi1zgfsisou2,2025-09-08 04:32:17.556,89.0,23.56,86.42,32.96,7.0,31.2,34.1,76.6,criticalHigh,optimal,criticalHigh,optimal,high,high,high
cmnyxjwv11i68zhes723g6c7i,cmmx6howt0000bi1zgfsisou2,2025-09-08 04:42:51.264,91.38,23.61,86.66,29.32,7.0,30.7,37.1,72.8,criticalHigh,optimal,criticalHigh,optimal,high,high,high
cmnyxjwv21i69zhesxrkw08em,cmmx6howt0000bi1zgfsisou2,2025-09-08 04:53:24.972,90.93,23.42,85.44,38.85,7.0,29.6,34.9,70.7,criticalHigh,optimal,criticalHigh,optimal,high,high,high
cmnyxjwv21i6azhes87k3sp3g,cmmx6howt0000bi1zgfsisou2,2025-09-08 05:03:58.680,90.21,23.42,85.81,24.59,7.0,30.2,36.2,74.1,criticalHigh,optimal,criticalHigh,low,high,high,high
cmnyxjwv21i6bzhesgjxulr81,cmmx6howt0000bi1zgfsisou2,2025-09-08 05:14:32.388,90.25,23.4,85.91,38.37,7.0,29.2,34.2,70.1,criticalHigh,optimal,criticalHigh,optimal,high,high,high
cmnyxjwv21i6czhesih6up4uv,cmmx6howt0000bi1zgfsisou2,2025-09-08 05:25:06.096,89.13,23.42,86.04,37.6,7.0,28.3,35.3,69.6,criticalHigh,optimal,criticalHigh,optimal,high,high,high
cmnyxjwv21i6dzhes2jqhomxs,cmmx6howt0000bi1zgfsisou2,2025-09-08 05:35:39.804,87.49,23.54,87.11,28.06,7.0,27.4,33.2,68.7,criticalHigh,optimal,criticalHigh,optimal,high,optimal,high
